user_id,sku_id
13995,81515
205941,84544
65134,2148
212385,84544
72398,73250
52017,84544
28752,71940
219291,154132
192070,166813
187333,97007
141479,8585
163020,54357
214148,41009
53927,79122
158546,41009
215064,54357
224533,84544
177185,54357
68994,54357
58762,84544
23837,54357
187395,54357
69385,71940
62426,84544
67225,71940
2236,79122
169318,7196
204127,2148
48465,56550
497,71940
181906,41009
25886,54357
181602,146579
12455,44605
180046,79122
191294,7196
154708,84544
10086,54357
230109,54357
119359,2148
168672,71940
59745,84544
207319,64160
170387,97007
148998,54357
63213,2148
217945,155692
230183,84544
215037,166813
60369,41009
201986,166813
9370,54357
24013,61963
194026,7196
3577,2148
167181,84544
162529,84544
158701,4732
197089,56550
172571,74527
204299,4732
66411,8585
164820,63585
53804,41009
161773,166813
165055,8585
70739,71940
174390,8585
164550,54357
2022,4732
160363,84544
64145,7196
104032,84544
217910,7196
26818,79122
7126,41547
60065,53150
221183,61963
174636,56055
55602,2148
104882,61963
169850,2148
160447,169886
151565,7196
57525,134748
63268,84544
138197,8585
228893,61963
71757,84544
65143,54357
107902,2148
220716,8585
114831,79122
216402,91182
59374,53150
163998,41009
228767,41009
229131,53150
161880,81515
47328,7196
25319,4732
218149,164365
62637,8585
15859,169886
78341,84544
22673,54357
175870,71940
100529,166813
6897,54357
42978,54357
215282,7196
161264,71940
171101,7196
180751,8585
228945,81515
58078,84544
64449,2148
52334,8585
15714,65755
120892,2148
30511,84544
219430,54357
86007,54357
161183,8585
16761,84544
183465,79122
22668,160362
133078,8585
149598,54357
207428,4732
49335,8736
164427,168581
220081,84544
58673,122369
170020,4732
165429,8585
151279,77745
8650,7196
22549,79122
114178,2148
28955,84544
232301,51916
42511,123430
38663,97007
25452,56550
55433,79122
49246,8585
179168,84544
184723,43405
114765,2148
205412,79122
28917,54357
32567,91922
40031,41009
173181,54357
85119,84544
65470,7196
106487,84544
22616,166813
8415,166813
58905,71940
231267,79122
3746,71940
15560,8585
13395,41009
12596,79122
72886,112141
186081,97007
23503,67188
222406,81515
29998,54357
158328,51916
143883,54357
51896,4732
184211,7196
63912,7196
26978,84544
164120,42988
40248,80497
222593,47563
12363,8585
54660,4732
184289,8585
178157,4732
173776,64160
219966,136218
558,84544
75135,79122
144910,42440
175638,4732
73303,109954
64871,84544
25535,112141
168367,169886
34489,54357
32134,4732
64670,7196
57853,4732
148796,54357
97174,84544
286,71940
147531,84544
153042,8585
22598,64160
13096,2148
67879,63585
206278,71940
223228,84544
34359,54357
174041,71940
162703,41009
9263,90902
191992,56550
2930,79122
232169,2148
31378,84544
67626,79122
218772,8585
48789,54357
62253,56550
174189,4732
218120,7196
50570,71940
196755,4732
221527,166813
163416,79122
44342,84544
195370,61963
37012,4732
14785,84544
132988,97007
12654,54357
40659,56550
214215,71940
60519,71940
229783,160362
14933,54357
34182,7196
180836,84544
192684,79122
223216,169787
64658,97007
37935,97007
30162,166813
80351,159184
70280,84544
38060,97007
167048,79122
155696,165997
230025,84544
39848,56550
178578,84544
25458,41009
2132,82259
219264,79122
143296,84544
169539,84544
34420,8585
64060,81515
194711,6156
84846,41009
57144,7196
57325,160362
164852,81515
71154,54357
163777,44605
33578,164365
165128,84544
166390,84544
184561,2148
111330,84544
177492,41009
46493,2148
180775,2148
170588,84544
169754,166640
152579,146579
27088,64160
57984,80497
231059,71940
5229,84544
